key,New_ID
issac/BeringerJ98,819
camad/CejkaRK14,820
mfi/GaoXW14,821
issac/Strzebonski12,822
ssdbm/KhalefaE16,823
pfe/Schmid03,824
ssdbm/Chatziantoniou99,825
iclr/XiaoTSM19,826
semwiki/VolkelO06,827
jcis/MengH06,828
depcos/ZiliNZ08,829
ssdbm/PortoROKVS18,830
mfi/KimY17a,831
issac/Oaku12,832
ssdbm/TanselA86,833
iclr/HeWL17,834
ssdbm/HussainT18,835
issac/BarkatouCE19,836
iiswc/NarayananOZMC06,837
mfi/LuoLK10,838
weis/GhoseR06,839
ximep/Grust05,840
nsdi/MahajanZPP08,841
depcos/Tubis19,842
ntms/PotschKBTG12,843
nsdi/CanoAABCCCGKK17,844
w2gis/WinterDGV07,845
issac/Marzinkewitsch91,846
issac/Kung81,847
ntms/TeymourianSPAM09,848
weis/ClaytonMC15,849
fcs/ZhengL07,850
ntms/AllardCMG08,851
jcis/WangLL02,852
issac/ManochaC92,853
nsdi/WangBFKH10,854
ntms/BekaraMBGLT11,855
issac/Weispfenning97,856
depcos/BrendelK07,857
jcis/LiTKC06,858
mfi/LiWZLS14,859
jcis/ChenL06,860
jcis/SidorovGDHYLC02,861
camad/NunomeF17,862
depcos/Rodwald19,863
iclr/ParkLWT0CD17,864
depcos/Sugier15,865
ntms/OkechKO08,866
issac/BurgerLH04,867
issac/Kaltofen03,868
pfe/MaccariR01,869
jcis/LuL06,870
issac/BurnelC92,871
nsdi/LedlieGS07,872
issac/Fateman03,873
nsdi/AdibKKM14,874
iiswc/GuerinLDSP11,875
weis/WondracekHPKK10,876
issac/SharmaY12,877
nsdi/ZhuZHZ10,878
depcos/CzornackTW06,879
jcis/HwangHKTW02,880
jcis/BelohlavekV06b,881
ssdbm/ShahabiCSH01,882
depcos/ToporkovTTYP15,883
mfi/ChoSYCS17,884
depcos/KabirEWG14,885
jcis/AlvarezCR02,886
issac/AbramovH97,887
ntms/ShiraziC09,888
issac/Levandovskyy12,889
iclr/BakerGRN18,890
mfi/ShakibianC10,891
ssdbm/MostafizMHAT17,892
w2gis/SwanAWJ07,893
issac/Beukers12,894
ssdbm/Rafanelli88,895
ntms/TrabelsiPAAZMGA15,896
cepes/Hebenstreit89,897
issac/Wunderlich76,898
iclr/ChertiKK17a,899
nsdi/Freedman10,900
weis/DingledineM06,901
nsdi/HaeberlenARD09,902
ssdbm/SalihogluW13,903
jcis/HuangCCC06,904
issac/TrenkovSD91,905
issac/HoracekK17,906
nsdi/LiuMAGM14,907
mfi/ClaussenN15,908
issac/HoeijM04,909
iclr/LinT19,910
nsdi/ZhangGLCWX15,911
iclr/AshokRBK18,912
ssdbm/LePenduDFR08,913
w2gis/BragaCCAM12,914
depcos/GashkovFLS15,915
nsdi/AdibKKM14,916
iiswc/HestnessKW14,917
ssdbm/TanT06,918
camad/AlbondaP18,919
ssdbm/GosinkSSWB06,920
w2gis/FunkeS17,921
ssdbm/0003RLAS17,922
issac/AschenbrennerH08,923
iclr/NguyenLBT18,924
jcis/RohKL06,925
jcis/KunitomoIT06,926
ssdbm/Franklin13,927
camad/EgashiraS09,928
ssdbm/FredrikssonS01,929
jcis/AlvarezCR02,930
camad/PannoR18,931
issac/Schwarz89,932
iclr/WangSS18,933
jcis/Lin06,934
nooj/Yamouni15,935
iclr/SoudryH18,936
iclr/NachumGLL19,937
mfi/BaoYWCSLL14,938
depcos/StawowyK15,939
issac/InabaS07,940
ssdbm/PedersenJ98,941
iclr/KruegerBJAKMBFC17,942
issac/BuiDM15,943
adl/KleinA99,944
jcis/YapS02,945
issac/BonnardFJDV16,946
iclr/AroraHLSZZ18,947
issac/Gall14a,948
depcos/CyraG07,949
ssdbm/OzsoyogluHO90,950
nsdi/LiSKAF16,951
depcos/Yann-GuirecKA13,952
jcis/BinnerJKTT06,953
ntms/FreitasMNUGM15,954
ssdbm/HadjieleftheriouHT04,955
fcs/Farago08,956
issac/GrigorievS10,957
iclr/CohenGKW18,958
ntms/LiLZLZ09,959
jcis/HorngP06,960
iclr/SasakiYK19,961
iclr/JiaKB19,962
jcis/GaoZZD06,963
issac/HoffmannL18,964
camad/SerraSPV18,965
jcis/BhutaniK02,966
issac/Yun76,967
iclr/SharmaJHR18,968
issac/Hong92,969
nsdi/NelsonFSK14,970
w2gis/KimKLJ04,971
camad/MurawskiBBSCS12,972
iiswc/SurineniGNB17,973
iclr/WuLL18,974
ssdbm/KriegelP05a,975
ssdbm/EfrosBEB15,976
issac/JohnsonK97,977
mfi/SubburamanLCT16,978
ntms/ZolaPZEH19,979
ntms/WehbeKCE09,980
camad/SaghezchiRNR12,981
ssdbm/Hou99,982
nsdi/JamshedMKHP17,983
jcis/Chianglin06a,984
camad/NomikosMSVS12,985
issac/SuzukiS06,986
mfi/BaoSHWY17,987
weis/Conrad05,988
future/Coen-PorisiniLZ92,989
depcos/Rodwald19,990
issac/ChtcherbaK06,991
ssdbm/VlachouDH12,992
ssdbm/ZhaoRDWHN18,993
