,key,booktitle,year
1360,bis/2007saw,SAW,2007saw
1361,bis/2007,BIS,2007
1362,bis/2015,BIS,2015
1363,bis/2009,BIS,2009
1364,bis/2009w,BIS (Workshops),2009w
1365,bis/2010w,BIS (Workshops),2010w
1366,bis/2017w,BIS (Workshops),2017w
1367,bis/2019-2,BIS (2),2019-2
1368,bis/1999,BIS,1999
1369,bis/2008,BIS,2008
1370,bis/2013w,BIS (Workshops),2013w
1371,bis/2006,BIS,2006
1372,bis/2013,BIS,2013
1373,bis/2016,BIS,2016
1374,bis/2012,BIS,2012
1375,bis/2011w,BIS (Workshops),2011w
1376,bis/2016w,BIS (Workshops),2016w
1377,bis/2014,BIS,2014
1378,bis/2008w,BIS (Workshops),2008w
1379,bis/2014w,BIS (Workshops),2014w
1380,bis/2012w,BIS (Workshops),2012w
1381,bis/2017,BIS,2017
1382,bis/2015w,BIS (Workshops),2015w
1383,bis/2010,BIS,2010
1384,bis/2011,BIS,2011
1385,bis/2018w,BIS (Workshops),2018w
1386,bis/2018,BIS,2018
1387,bis/2019-1,BIS (1),2019-1
1388,wcicss/2015,WCICSS,2015
1389,wcicss/2016,WCICSS,2016
1390,fnss/2015,FNSS,2015
1391,fnss/2019,FNSS,2019
1392,fnss/2016,FNSS,2016
1393,fnss/2017,FNSS,2017
1394,fnss/2018,FNSS,2018
1395,ias/2012-2,IAS (2),2012-2
1396,ias/1989,IAS,1989
1397,ias/2006,IAS,2006
1398,ias/1986,IAS,1986
1399,ias/2012-1,IAS (1),2012-1
1400,ias/2016,IAS,2016
1401,ias/2014,IAS,2014
1402,ias/2018,IAS,2018
1403,isips/2008,ISIPS,2008
1404,nagoya/1994,IEEE/Nagoya-University World Wisepersons Workshop,1994
1405,nagoya/1995,IEEE/Nagoya-University World Wisepersons Workshop,1995
1406,cecc/2019,CECC,2019
1407,cecc/2017,CECC,2017
1408,cecc/2018,CECC,2018
1409,mobilware/2009,MOBILWARE,2009
1410,mobilware/2009w,MOBILWARE Workshops,2009w
1411,mobilware/2008,MOBILWARE,2008
1412,mobilware/2013,MOBILWARE,2013
1413,mobilware/2012,MOBILWARE,2012
1414,mobilware/2010,MOBILWARE,2010
1415,mobilware/2011,MOBILWARE,2011
1416,eiswt/2007,Enterprise Information Systems and Web Technologies,2007
1417,eiswt/2008,Enterprise Information Systems and Web Technologies,2008
1418,ewrl/2008,EWRL,2008
1419,ewrl/2012,EWRL,2012
1420,ewrl/2011,EWRL,2011
1421,spdp/1992,SPDP,1992
1422,spdp/1994,SPDP,1994
1423,spdp/1990,SPDP,1990
1424,spdp/1991,SPDP,1991
1425,spdp/1996,SPDP,1996
1426,spdp/1995,SPDP,1995
1427,spdp/1993,SPDP,1993
1428,bnaic/2005,BNAIC,2005
1429,bnaic/2016,BNAIC,2016
1430,bnaic/2017,BNAIC,2017
1431,bnaic/2018,BNAIC,2018
1432,secperu/2007,SECPerU,2007
1433,secperu/2006,SecPerU,2006
1434,jfsma/2002,JFSMA,2002
1435,jfsma/2007,JFSMA,2007
1436,jfsma/2015,JFSMA,2015
1437,jfsma/2009,JFSMA,2009
1438,jfsma/2005,JFSMA,2005
1439,jfsma/2019,JFSMA,2019
1440,jfsma/1999,JFIADSMA,1999
1441,jfsma/2008,JFSMA,2008
1442,jfsma/2003,JFSMA,2003
1443,jfsma/2006,JFSMA,2006
1444,jfsma/2013,JFSMA,2013
1445,jfsma/2001,JFIADSMA,2001
1446,jfsma/2016,JFSMA,2016
1447,jfsma/2012,JFSMA,2012
1448,jfsma/2014,JFSMA,2014
1449,jfsma/2004,JFSMA,2004
1450,jfsma/2000,JFIADSMA,2000
1451,jfsma/2017,JFSMA,2017
1452,jfsma/2010,JFSMA,2010
1453,jfsma/2011,JFSMA,2011
1454,jfsma/2018,JFSMA,2018
1455,securware/2007,SECURWARE,2007
1456,securware/2009,SECURWARE,2009
1457,securware/2008,SECURWARE,2008
1458,securware/2010,SECURWARE,2010
1459,uist/1988,UIST,1988
1460,uist/2002,UIST,2002
1461,uist/2007,UIST,2007
1462,uist/2014a,UIST (Adjunct Volume),2014a
1463,uist/2015,UIST,2015
1464,uist/2009,UIST,2009
1465,uist/1992,UIST,1992
1466,uist/1989,UIST,1989
1467,uist/1994,UIST,1994
1468,uist/2019a,UIST (Adjunct Volume),2019a
1469,uist/2005,UIST,2005
1470,uist/1990,UIST,1990
1471,uist/2012a,UIST (Adjunct Volume),2012a
1472,uist/1991,UIST,1991
1473,uist/2019,UIST,2019
1474,uist/1999,UIST,1999
1475,uist/2008,UIST,2008
1476,uist/2017a,UIST (Adjunct Volume),2017a
1477,uist/2018a,UIST (Adjunct Volume),2018a
1478,uist/2003,UIST,2003
1479,uist/2006,UIST,2006
1480,uist/2013,UIST,2013
1481,uist/2001,UIST,2001
1482,uist/2016,UIST,2016
1483,uist/1996,UIST,1996
1484,uist/2012,UIST,2012
1485,uist/1995,UIST,1995
1486,uist/2014,UIST,2014
1487,uist/1993,UIST,1993
1488,uist/2004,UIST,2004
1489,uist/2010a,UIST (Adjunct Volume),2010a
1490,uist/1997,UIST,1997
1491,uist/2011a,UIST (Adjunct Volume),2011a
1492,uist/2016a,UIST (Adjunct Volume),2016a
1493,uist/2000,UIST,2000
1494,uist/2017,UIST,2017
1495,uist/2013a,UIST (Adjunct Volume),2013a
1496,uist/2015a,UIST (Adjunct Volume),2015a
1497,uist/2010,UIST,2010
1498,uist/2011,UIST,2011
1499,uist/2018,UIST,2018
1500,uist/1998,UIST,1998
1501,lpkm/2017,LPKM,2017
1502,lpkm/2018,LPKM,2018
1503,hdi/2018,HDI,2018
1504,icit2/2015,ICIT,2015
1505,icit2/2019,ICIT,2019
1506,icit2/2016,ICIT,2016
1507,icit2/2017,ICIT,2017
1508,icit2/2018,ICIT,2018
1509,hpcasia/2019,HPC Asia,2019
1510,hpcasia/2018w,HPC Asia Workshops,2018w
1511,hpcasia/2018,HPC Asia,2018
1512,dcsp/1995,Data Communications and their Performance,1995
1513,dcsp/1993,Data Communication Systems and their Performance,1993
1514,fcst/2007,FCST,2007
1515,fcst/2015,FCST,2015
1516,fcst/2009,FCST,2009
1517,fcst/2008,FCST,2008
1518,fcst/2006,FCST,2006
1519,fcst/2010,FCST,2010
1520,java/2002,Java Grande,2002
1521,java/1999formal,Formal Syntax and Semantics of Java,1999formal
1522,java/1999,Java Grande,1999
1523,java/2001,Java Grande,2001
1524,java/2000,Java Grande,2000
1525,wflp/2009,WFLP,2009
1526,wflp/2000,WFLP,2000
1527,wflp/2010,WFLP,2010
1528,wflp/2011,WFLP,2011
1529,wflp/2018,WFLP,2018
1530,new2an/2007,NEW2AN,2007
1531,new2an/2015,NEW2AN,2015
1532,new2an/2009,NEW2AN,2009
1533,new2an/2019,NEW2AN,2019
1534,new2an/2008,NEW2AN,2008
1535,new2an/2006,NEW2AN,2006
1536,new2an/2013,NEW2AN,2013
1537,new2an/2016,NEW2AN,2016
1538,new2an/2012,NEW2AN,2012
1539,new2an/2014,NEW2AN,2014
1540,new2an/2017,NEW2AN,2017
1541,new2an/2010,NEW2AN,2010
1542,new2an/2011,NEW2AN,2011
1543,new2an/2018,NEW2AN,2018
1544,cpaior/2007,CPAIOR,2007
1545,cpaior/2015,CPAIOR,2015
1546,cpaior/2009,CPAIOR,2009
1547,cpaior/2005,CPAIOR,2005
1548,cpaior/2019,CPAIOR,2019
1549,cpaior/2008,CPAIOR,2008
1550,cpaior/2006,CPAIOR,2006
1551,cpaior/2010rcra,RCRA@CPAIOR,2010rcra
1552,cpaior/2013,CPAIOR,2013
1553,cpaior/2016,CPAIOR,2016
1554,cpaior/2012,CPAIOR,2012
1555,cpaior/2014,CPAIOR,2014
1556,cpaior/2004,CPAIOR,2004
1557,cpaior/2017,CPAIOR,2017
1558,cpaior/2010,CPAIOR,2010
1559,cpaior/2011,CPAIOR,2011
1560,cpaior/2018,CPAIOR,2018
1561,jcdl/2002,JCDL,2002
1562,jcdl/2014dlfm,DLfM@JCDL,2014dlfm
1563,jcdl/2007,JCDL,2007
1564,jcdl/2015,JCDL,2015
1565,jcdl/2009,JCDL,2009
1566,jcdl/2002vidl,Visual Interfaces to Digital Libraries,2002vidl
1567,jcdl/2016achs,ACHS@JCDL,2016achs
1568,jcdl/2015dlfm,DLfM@JCDL,2015dlfm
